,SalePrice,BsmtQualnewvar,FireplaceQunewvar,GarageTypenewvar
799,175000,Gd,TA,Detchd
800,200000,Gd,Missing,Attchd
801,109900,TA,Missing,Detchd
802,189000,Gd,Gd,Attchd
803,582933,Ex,Gd,BuiltIn
804,118000,TA,Missing,Attchd
805,227680,Gd,Missing,Attchd
806,135500,TA,Missing,Attchd
807,223500,TA,TA,Attchd
808,159950,TA,Gd,Attchd
809,106000,TA,Missing,Detchd
810,181000,TA,Fa,Attchd
811,144500,Gd,Gd,Attchd
812,55993,TA,Missing,Basment
813,157900,TA,Missing,Attchd
814,116000,TA,Missing,Detchd
815,224900,Gd,Missing,Attchd
816,137000,TA,Gd,Attchd
817,271000,Gd,Gd,Attchd
818,155000,TA,Missing,Attchd
819,224000,Gd,Gd,Attchd
820,183000,Gd,Missing,Attchd
821,93000,Fa,Missing,Detchd
822,225000,Gd,Gd,BuiltIn
823,139500,TA,Gd,Detchd
824,232600,Gd,Gd,Attchd
825,385000,Ex,Gd,Attchd
826,109500,TA,Missing,Missing
827,189000,Gd,TA,Attchd
828,185000,TA,Missing,Attchd
829,147400,Gd,Missing,Detchd
830,166000,TA,Gd,Attchd
831,151000,Gd,Missing,Detchd
832,237000,Gd,TA,Attchd
833,167000,TA,Missing,Attchd
834,139950,TA,Missing,Attchd
835,128000,Gd,Missing,Attchd
836,153500,TA,Missing,Detchd
837,100000,TA,Missing,Detchd
838,144000,Gd,Missing,Attchd
839,130500,TA,Missing,Detchd
840,140000,TA,Missing,Detchd
841,157500,TA,Po,Detchd
842,174900,TA,Missing,Attchd
843,141000,TA,Missing,Missing
844,153900,TA,Gd,Detchd
845,171000,Gd,TA,Basment
846,213000,Gd,TA,Attchd
847,133500,TA,Fa,Attchd
848,240000,TA,Gd,Detchd
849,187000,TA,TA,Attchd
850,131500,Gd,Missing,Attchd
851,215000,Gd,TA,Attchd
852,164000,TA,Gd,Detchd
853,158000,TA,Fa,Attchd
854,170000,TA,Gd,Attchd
855,127000,TA,Missing,Detchd
856,147000,Gd,Missing,Detchd
857,174000,Gd,TA,Attchd
858,152000,Gd,TA,Attchd
859,250000,TA,Gd,Attchd
860,189950,TA,Gd,Detchd
861,131500,TA,Missing,Attchd
862,152000,Gd,Missing,Attchd
863,132500,TA,Missing,Attchd
864,250580,Ex,Missing,Attchd
865,148500,TA,Missing,Detchd
866,248900,Gd,Gd,Attchd
867,129000,TA,Missing,Attchd
868,169000,Missing,TA,Attchd
869,236000,Gd,TA,Attchd
870,109500,TA,Missing,Detchd
871,200500,Gd,Missing,Attchd
872,116000,TA,Missing,Attchd
873,133000,TA,Gd,Attchd
874,66500,TA,Missing,Detchd
875,303477,Gd,Gd,BuiltIn
876,132250,TA,Missing,Attchd
877,350000,Ex,Gd,Attchd
878,148000,TA,Missing,Detchd
879,136500,TA,Missing,Attchd
880,157000,Ex,Missing,Attchd
881,187500,Gd,TA,Attchd
882,178000,Gd,TA,BuiltIn
883,118500,TA,Missing,Detchd
884,100000,TA,Missing,Attchd
885,328900,Ex,TA,Attchd
886,145000,TA,Missing,Attchd
887,135500,TA,Missing,Attchd
888,268000,TA,TA,Attchd
889,149500,TA,TA,Attchd
890,122900,TA,Po,Detchd
891,172500,TA,TA,Attchd
892,154500,TA,Missing,Attchd
893,165000,Gd,Gd,Attchd
894,118858,Missing,Missing,Attchd
895,140000,TA,TA,Attchd
896,106500,TA,Missing,Detchd
897,142953,Missing,Missing,Detchd
898,611657,Ex,Gd,Attchd
899,135000,TA,TA,Attchd
900,110000,TA,Missing,Detchd
901,153000,TA,Missing,Detchd
902,180000,Gd,Gd,Attchd
903,240000,Gd,Gd,Attchd
904,125500,TA,Missing,Attchd
905,128000,TA,Missing,Attchd
906,255000,Gd,Gd,Attchd
907,250000,Gd,Gd,Attchd
908,131000,Gd,Missing,Attchd
909,174000,Gd,Gd,Attchd
910,154300,TA,Missing,Detchd
911,143500,Gd,Missing,Detchd
912,88000,TA,Missing,Detchd
913,145000,TA,Missing,2Types
914,173733,Gd,Missing,Detchd
915,75000,TA,Missing,Attchd
916,35311,TA,Missing,Detchd
917,135000,TA,Missing,Attchd
918,238000,Ex,TA,Attchd
919,176500,Gd,TA,Attchd
920,201000,Gd,Missing,Attchd
921,145900,TA,Missing,Missing
922,169990,Gd,Gd,Attchd
923,193000,Gd,Fa,Attchd
924,207500,Gd,TA,Attchd
925,175000,Gd,Missing,Attchd
926,285000,Gd,Gd,BuiltIn
927,176000,TA,Gd,Attchd
928,236500,Gd,TA,Attchd
929,222000,Gd,TA,BuiltIn
930,201000,Gd,Missing,Attchd
931,117500,TA,Missing,Detchd
932,320000,Ex,Gd,Attchd
933,190000,Gd,Missing,Attchd
934,242000,Gd,Gd,Attchd
935,79900,Fa,Missing,Detchd
936,184900,Gd,Missing,Attchd
937,253000,Gd,Gd,Attchd
938,239799,Gd,Missing,Attchd
939,244400,TA,TA,Attchd
940,150900,TA,Missing,Attchd
941,214000,Gd,TA,BuiltIn
942,150000,Gd,Missing,Missing
943,143000,TA,Missing,Attchd
944,137500,TA,Gd,Basment
945,124900,TA,Missing,Detchd
946,143000,TA,TA,Attchd
947,270000,Gd,Gd,Attchd
948,192500,Gd,TA,Attchd
949,197500,TA,TA,Attchd
950,129000,TA,Missing,Detchd
951,119900,TA,Missing,Detchd
952,133900,Gd,Missing,Detchd
953,172000,TA,Po,Attchd
954,127500,Gd,Missing,Missing
955,145000,Gd,Missing,Attchd
956,124000,Gd,TA,Attchd
957,132000,TA,Missing,Detchd
958,185000,Gd,Missing,Attchd
959,155000,Gd,Missing,Detchd
960,116500,TA,Missing,Missing
961,272000,Gd,TA,Attchd
962,155000,Gd,TA,Detchd
963,239000,Ex,Missing,Attchd
964,214900,Gd,Gd,BuiltIn
965,178900,Gd,Gd,Attchd
966,160000,TA,TA,Detchd
967,135000,TA,Missing,Attchd
968,37900,TA,Missing,Missing
969,140000,TA,Missing,Attchd
970,135000,TA,Missing,Missing
971,173000,Gd,Missing,BuiltIn
972,99500,Gd,TA,Attchd
973,182000,Gd,Missing,Attchd
974,167500,Gd,Missing,Detchd
975,165000,Gd,Missing,Detchd
976,85500,Gd,Missing,Missing
977,199900,Gd,Missing,Attchd
978,110000,TA,Missing,Detchd
979,139000,TA,Missing,Detchd
980,178400,TA,Missing,Attchd
981,336000,Gd,TA,Attchd
982,159895,Gd,Gd,Attchd
983,255900,Gd,Gd,Attchd
984,126000,Missing,Missing,Attchd
985,125000,TA,Missing,Detchd
986,117000,TA,Missing,Attchd
987,395192,Ex,Gd,Attchd
988,195000,TA,TA,Attchd
989,197000,Gd,Missing,Attchd
990,348000,Gd,TA,Attchd
991,168000,TA,Gd,Attchd
992,187000,TA,Fa,Attchd
993,173900,Gd,Missing,Attchd
994,337500,Ex,Gd,Attchd
995,121600,TA,Missing,Detchd
996,136500,TA,Missing,Attchd
997,185000,TA,TA,Attchd
998,91000,TA,Gd,Detchd
999,206000,Gd,Missing,Attchd
1000,82000,Missing,Missing,Detchd
1001,86000,Fa,Missing,Detchd
1002,232000,Gd,Gd,Attchd
1003,136905,TA,Missing,Detchd
1004,181000,Gd,Gd,Attchd
1005,149900,Gd,Missing,Attchd
1006,163500,Gd,TA,Attchd
1007,88000,TA,Missing,Attchd
1008,240000,Ex,Gd,Attchd
1009,102000,TA,Missing,Missing
1010,135000,TA,Gd,Attchd
1011,100000,Missing,Missing,Missing
1012,165000,TA,TA,Detchd
1013,85000,TA,Missing,Detchd
1014,119200,TA,Gd,Detchd
1015,227000,Gd,Missing,Attchd
1016,203000,Gd,TA,Attchd
1017,187500,Gd,Ex,Attchd
1018,160000,Gd,TA,Attchd
1019,213490,Gd,Gd,Attchd
1020,176000,Gd,Missing,Attchd
1021,194000,Gd,Missing,Attchd
1022,87000,TA,Missing,Detchd
1023,191000,Gd,Gd,Attchd
1024,287000,Gd,Gd,Attchd
1025,112500,TA,Missing,Detchd
1026,167500,TA,Gd,Attchd
1027,293077,Gd,Gd,Attchd
1028,105000,TA,Gd,Attchd
1029,118000,TA,Missing,Detchd
1030,160000,TA,Missing,Missing
1031,197000,TA,TA,Basment
1032,310000,Gd,TA,Attchd
1033,230000,Gd,Missing,Attchd
1034,119750,Fa,Gd,Basment
1035,84000,Missing,Missing,Detchd
1036,315500,Ex,Ex,Attchd
1037,287000,Gd,TA,BuiltIn
1038,97000,TA,TA,Missing
1039,80000,Gd,Missing,Attchd
1040,155000,TA,TA,Attchd
1041,173000,TA,Missing,Attchd
1042,196000,Gd,Gd,Attchd
1043,262280,Gd,Ex,Attchd
1044,278000,Gd,Gd,Attchd
1045,139600,Missing,Gd,Attchd
1046,556581,Ex,Gd,BuiltIn
1047,145000,Gd,Missing,Detchd
1048,115000,Missing,TA,Attchd
1049,84900,Missing,Missing,Detchd
1050,176485,Gd,Missing,Attchd
1051,200141,Gd,Gd,Attchd
1052,165000,TA,TA,Attchd
1053,144500,TA,Gd,Basment
1054,255000,Gd,Gd,Attchd
1055,180000,Gd,TA,Attchd
1056,185850,Gd,Gd,Attchd
1057,248000,Gd,Gd,BuiltIn
1058,335000,Ex,Gd,Attchd
1059,220000,TA,Gd,Detchd
1060,213500,Gd,Missing,Attchd
1061,81000,TA,Missing,Detchd
1062,90000,TA,Missing,Detchd
1063,110500,TA,Gd,Detchd
1064,154000,TA,Po,Attchd
1065,328000,Ex,Missing,Attchd
1066,178000,Gd,TA,Attchd
1067,167900,TA,Missing,Attchd
1068,151400,Gd,Gd,Attchd
1069,135000,TA,Missing,Detchd
1070,135000,TA,Missing,Attchd
1071,154000,TA,Missing,Attchd
1072,91500,Fa,TA,Detchd
1073,159500,TA,Missing,Attchd
1074,194000,Gd,Missing,Attchd
1075,219500,TA,Gd,Attchd
1076,170000,Fa,TA,Attchd
1077,138800,TA,Missing,Attchd
1078,155900,Gd,Gd,Attchd
1079,126000,Gd,Missing,Attchd
1080,145000,TA,Missing,Attchd
1081,133000,TA,Missing,Attchd
1082,192000,Gd,Gd,Attchd
1083,160000,TA,Gd,Attchd
1084,187500,Gd,TA,Attchd
1085,147000,Gd,Missing,Attchd
1086,83500,TA,Missing,Attchd
1087,252000,Gd,Gd,Attchd
1088,137500,Gd,Missing,Detchd
1089,197000,Gd,Gd,Attchd
1090,92900,Missing,Missing,Detchd
1091,160000,Gd,Missing,Detchd
1092,136500,TA,Gd,Detchd
1093,146000,TA,Missing,Detchd
1094,129000,TA,Missing,Attchd
1095,176432,Gd,Gd,Attchd
1096,127000,TA,Missing,Missing
1097,170000,Gd,Missing,Attchd
1098,128000,TA,Missing,Detchd
1099,157000,Gd,TA,Attchd
1100,60000,TA,Missing,Detchd
1101,119500,TA,Missing,Detchd
1102,135000,TA,Missing,Attchd
1103,159500,TA,Fa,BuiltIn
1104,106000,TA,Missing,Detchd
1105,325000,Ex,TA,Attchd
1106,179900,Gd,TA,Attchd
1107,274725,Ex,Gd,BuiltIn
1108,181000,Gd,TA,Attchd
1109,280000,Ex,Gd,Attchd
1110,188000,Gd,TA,Attchd
1111,205000,TA,Gd,Attchd
1112,129900,TA,Missing,Detchd
1113,134500,TA,Missing,Attchd
1114,117000,TA,Missing,Detchd
1115,318000,Ex,Gd,Attchd
1116,184100,Gd,TA,BuiltIn
1117,130000,TA,Missing,Attchd
1118,140000,TA,Missing,BuiltIn
1119,133700,TA,Missing,Attchd
1120,118400,TA,Gd,Detchd
1121,212900,Gd,Missing,Attchd
1122,112000,TA,Missing,Basment
1123,118000,TA,Missing,Missing
1124,163900,Gd,TA,Attchd
1125,115000,TA,TA,Detchd
1126,174000,Gd,TA,Attchd
1127,259000,Gd,Gd,Attchd
1128,215000,Gd,Gd,BuiltIn
1129,140000,Gd,Missing,Detchd
1130,135000,TA,TA,Detchd
1131,93500,Gd,Missing,Missing
1132,117500,TA,Missing,Detchd
1133,239500,Gd,TA,Attchd
1134,169000,Gd,TA,Attchd
1135,102000,TA,Gd,Detchd
1136,119000,TA,Missing,Attchd
1137,94000,TA,Missing,Missing
1138,196000,TA,TA,Attchd
1139,144000,TA,Gd,Detchd
1140,139000,TA,Missing,Detchd
1141,197500,TA,TA,Attchd
1142,424870,Ex,TA,BuiltIn
1143,80000,TA,Missing,Missing
1144,80000,Gd,Missing,Detchd
1145,149000,TA,Gd,Detchd
1146,180000,Gd,TA,Attchd
1147,174500,TA,Gd,Attchd
1148,116900,TA,Gd,Detchd
1149,143000,TA,Missing,Detchd
1150,124000,TA,Gd,Attchd
1151,149900,TA,Gd,Attchd
1152,230000,TA,Gd,Attchd
1153,120500,TA,Missing,Detchd
1154,201800,TA,Gd,Attchd
1155,218000,Gd,Fa,Attchd
1156,179900,TA,Gd,Attchd
1157,230000,Gd,Gd,Attchd
1158,235128,Gd,Missing,Attchd
1159,185000,TA,TA,Attchd
1160,146000,Gd,TA,Attchd
1161,224000,TA,Gd,Detchd
1162,129000,Gd,Po,Attchd
1163,108959,Gd,Missing,CarPort
1164,194000,Gd,TA,Attchd
1165,233170,Gd,Missing,Attchd
1166,245350,Gd,Missing,Attchd
1167,173000,Gd,TA,Attchd
1168,235000,TA,TA,Basment
1169,625000,Ex,TA,Attchd
1170,171000,TA,Po,Attchd
1171,163000,TA,TA,Attchd
1172,171900,Gd,Missing,Detchd
1173,200500,TA,Gd,Missing
1174,239000,Gd,Gd,Detchd
1175,285000,Gd,TA,Attchd
1176,119500,TA,Missing,Attchd
1177,115000,TA,Missing,Detchd
1178,154900,TA,Gd,Detchd
1179,93000,Missing,Gd,Missing
1180,250000,Gd,Missing,Attchd
1181,392500,Ex,Gd,Attchd
1182,745000,Ex,TA,Attchd
1183,120000,TA,Gd,Detchd
1184,186700,TA,TA,2Types
1185,104900,TA,Missing,Attchd
1186,95000,Fa,Missing,CarPort
1187,262000,Gd,Fa,Attchd
1188,195000,Gd,Missing,Attchd
1189,189000,TA,TA,Attchd
1190,168000,TA,TA,2Types
1191,174000,Gd,Missing,Detchd
1192,125000,TA,Missing,Detchd
1193,165000,Ex,Missing,Attchd
1194,158000,TA,Missing,Attchd
1195,176000,Gd,Missing,Attchd
1196,219210,Gd,Gd,BuiltIn
1197,144000,TA,Gd,Detchd
1198,178000,Gd,Missing,Attchd
1199,148000,TA,Po,Attchd
1200,116050,TA,Missing,Attchd
1201,197900,Gd,Missing,Attchd
1202,117000,TA,Fa,Detchd
1203,213000,Gd,TA,Attchd
1204,153500,Gd,Missing,Attchd
1205,271900,Gd,TA,Attchd
1206,107000,TA,Missing,Detchd
1207,200000,Gd,Missing,Attchd
1208,140000,TA,Missing,Detchd
1209,290000,Ex,Gd,Attchd
1210,189000,Gd,TA,Attchd
1211,164000,Gd,Missing,Basment
1212,113000,TA,Missing,Attchd
1213,145000,TA,Missing,Attchd
1214,134500,TA,Missing,Attchd
1215,125000,TA,Missing,Detchd
1216,112000,Missing,Missing,Attchd
1217,229456,Gd,Missing,Attchd
1218,80500,Missing,Missing,Missing
1219,91500,TA,Missing,Missing
1220,115000,TA,Missing,Attchd
1221,134000,TA,TA,Attchd
1222,143000,TA,Gd,Attchd
1223,137900,TA,Missing,Detchd
1224,184000,Gd,Gd,Attchd
1225,145000,TA,Missing,Attchd
1226,214000,Gd,Gd,BuiltIn
1227,147000,TA,Missing,Detchd
1228,367294,Ex,Gd,Attchd
1229,127000,TA,Missing,Basment
1230,190000,Gd,TA,BuiltIn
1231,132500,TA,Missing,Attchd
1232,101800,Missing,Missing,CarPort
1233,142000,TA,Missing,Attchd
1234,130000,TA,Missing,Missing
1235,138887,Gd,Missing,Detchd
1236,175500,Gd,Missing,BuiltIn
1237,195000,Gd,Gd,BuiltIn
1238,142500,Gd,Missing,Detchd
1239,265900,Gd,Gd,Attchd
1240,224900,Gd,Missing,Attchd
1241,248328,Gd,Missing,Attchd
1242,170000,Gd,TA,Attchd
1243,465000,Ex,Gd,Attchd
1244,230000,Gd,Gd,Detchd
1245,178000,Gd,TA,BuiltIn
1246,186500,Gd,Missing,Attchd
1247,169900,TA,Missing,Attchd
1248,129500,Gd,Gd,Detchd
1249,119000,TA,Missing,Attchd
1250,244000,TA,TA,Attchd
1251,171750,Gd,Gd,Attchd
1252,130000,TA,Missing,Attchd
1253,294000,TA,Gd,Attchd
1254,165400,Gd,Gd,BuiltIn
1255,127500,TA,Gd,Detchd
1256,301500,Gd,TA,Attchd
1257,99900,Fa,Missing,Missing
1258,190000,Gd,Missing,Attchd
1259,151000,Gd,Missing,Attchd
1260,181000,Gd,TA,BuiltIn
1261,128900,TA,Missing,Attchd
1262,161500,TA,TA,Attchd
1263,180500,TA,Gd,Detchd
1264,181000,Gd,Missing,Attchd
1265,183900,Gd,Missing,Detchd
1266,122000,TA,Gd,Detchd
1267,378500,Ex,Gd,Attchd
1268,381000,TA,Gd,BuiltIn
1269,144000,TA,Missing,Attchd
1270,260000,Gd,TA,Attchd
1271,185750,TA,Gd,Attchd
1272,137000,TA,Missing,Attchd
1273,177000,TA,Gd,Basment
1274,139000,TA,Gd,Detchd
1275,137000,TA,Missing,Detchd
1276,162000,TA,TA,Attchd
1277,197900,Gd,Gd,Attchd
1278,237000,Gd,Gd,Attchd
1279,68400,TA,Missing,Detchd
1280,227000,Gd,Missing,Attchd
1281,180000,Gd,TA,Attchd
1282,150500,Gd,Missing,Detchd
1283,139000,TA,Missing,Missing
1284,169000,TA,Gd,Detchd
1285,132500,TA,Gd,Detchd
1286,143000,TA,Gd,Attchd
1287,190000,TA,Missing,Attchd
1288,278000,Gd,Ex,Attchd
1289,281000,Gd,Gd,BuiltIn
1290,180500,TA,Gd,Attchd
1291,119500,TA,Missing,Detchd
1292,107500,TA,Missing,Attchd
1293,162900,Gd,TA,Attchd
1294,115000,TA,Missing,Detchd
1295,138500,TA,Missing,Attchd
1296,155000,TA,Missing,Attchd
1297,140000,Gd,Missing,Basment
1298,160000,Ex,Gd,Attchd
1299,154000,TA,Missing,Attchd
1300,225000,Gd,TA,Attchd
1301,177500,TA,Gd,Attchd
1302,290000,Gd,TA,Attchd
1303,232000,Gd,Missing,Attchd
1304,130000,Gd,Missing,Detchd
1305,325000,Ex,Ex,Attchd
1306,202500,Gd,Gd,Attchd
1307,138000,Gd,Missing,Detchd
1308,147000,TA,Missing,Attchd
1309,179200,Gd,Missing,Attchd
1310,335000,Gd,TA,Attchd
1311,203000,Gd,Missing,Attchd
1312,302000,Ex,Ex,Attchd
1313,333168,Gd,TA,BuiltIn
1314,119000,TA,TA,Detchd
1315,206900,Fa,Gd,Attchd
1316,295493,Ex,Gd,Attchd
1317,208900,Ex,Gd,Attchd
1318,275000,Gd,TA,Attchd
1319,111000,TA,Missing,Attchd
1320,156500,TA,Gd,Attchd
1321,72500,Missing,Missing,Detchd
1322,190000,Gd,TA,Attchd
1323,82500,TA,Missing,Missing
1324,147000,Ex,Gd,Attchd
1325,55000,TA,Missing,Missing
1326,79000,TA,Missing,Missing
1327,130500,TA,Ex,Attchd
1328,256000,Gd,TA,Detchd
1329,176500,Gd,TA,Attchd
1330,227000,Gd,Gd,Attchd
1331,132500,TA,Missing,Detchd
1332,100000,TA,Gd,Detchd
1333,125500,TA,Missing,Detchd
1334,125000,TA,Missing,Attchd
1335,167900,Gd,TA,Attchd
1336,135000,TA,Missing,Detchd
1337,52500,TA,Missing,Missing
1338,200000,Gd,Missing,BuiltIn
1339,128500,TA,Missing,Attchd
1340,123000,TA,Missing,Detchd
1341,155000,Gd,Missing,Detchd
1342,228500,Gd,Gd,Attchd
1343,177000,TA,TA,Detchd
1344,155835,Gd,TA,Attchd
1345,108500,TA,Missing,Detchd
1346,262500,TA,Gd,Attchd
1347,283463,Ex,Gd,Attchd
1348,215000,Gd,Fa,Attchd
1349,122000,TA,Missing,Missing
1350,200000,TA,Missing,Detchd
1351,171000,TA,Gd,Attchd
1352,134900,TA,Missing,Detchd
1353,410000,Gd,Ex,Attchd
1354,235000,Gd,TA,Attchd
1355,170000,TA,TA,Attchd
1356,110000,TA,Missing,Attchd
1357,149900,TA,Fa,Attchd
1358,177500,Gd,Missing,Detchd
1359,315000,Ex,Gd,Attchd
1360,189000,TA,Missing,BuiltIn
1361,260000,Ex,Gd,Attchd
1362,104900,TA,Gd,Attchd
1363,156932,Gd,Gd,BuiltIn
1364,144152,Gd,Missing,Detchd
1365,216000,Gd,Missing,Attchd
1366,193000,Gd,Missing,Attchd
1367,127000,TA,TA,Attchd
1368,144000,Gd,Missing,Attchd
1369,232000,Gd,TA,Attchd
1370,105000,TA,Missing,Detchd
1371,165500,TA,TA,BuiltIn
1372,274300,Gd,TA,Detchd
1373,466500,Ex,Gd,Attchd
1374,250000,Gd,Gd,Attchd
1375,239000,Gd,Gd,Attchd
1376,91000,Gd,Missing,Detchd
1377,117000,TA,Missing,Detchd
1378,83000,TA,Missing,Detchd
1379,167500,Gd,Missing,BuiltIn
1380,58500,TA,Missing,Detchd
1381,237500,TA,Gd,Attchd
1382,157000,Fa,Missing,Detchd
1383,112000,TA,Missing,Attchd
1384,105000,TA,Missing,Detchd
1385,125500,TA,Missing,Detchd
1386,250000,Gd,TA,Attchd
1387,136000,TA,Gd,Detchd
1388,377500,Ex,Gd,Attchd
1389,131000,TA,Gd,Detchd
1390,235000,Gd,Missing,Attchd
1391,124000,TA,Missing,Detchd
1392,123000,TA,Po,Attchd
1393,163000,Fa,TA,Detchd
1394,246578,Gd,Gd,Attchd
1395,281213,Gd,Gd,BuiltIn
1396,160000,TA,TA,Detchd
1397,137500,TA,Missing,Detchd
1398,138000,TA,Missing,Attchd
1399,137450,TA,Gd,Detchd
1400,120000,TA,Gd,BuiltIn
1401,193000,TA,TA,Attchd
1402,193879,Gd,Gd,Attchd
1403,282922,Gd,Missing,Attchd
1404,105000,TA,Missing,Detchd
1405,275000,Ex,Gd,Attchd
1406,133000,Gd,Missing,Detchd
1407,112000,TA,Missing,Missing
1408,125500,Fa,Missing,Detchd
1409,215000,Gd,TA,Attchd
1410,230000,Gd,Missing,Attchd
1411,140000,TA,Missing,Attchd
1412,90000,Missing,Missing,Detchd
1413,257000,Gd,Gd,Attchd
1414,207000,TA,Gd,Detchd
1415,175900,Gd,TA,Attchd
1416,122500,TA,Missing,Detchd
1417,340000,Gd,TA,Attchd
1418,124000,TA,Missing,Detchd
1419,223000,TA,TA,Attchd
1420,179900,TA,TA,Attchd
1421,127500,Gd,Fa,Attchd
1422,136500,Gd,Missing,Attchd
1423,274970,Gd,Gd,Attchd
1424,144000,TA,TA,Detchd
1425,142000,TA,Missing,Detchd
1426,271000,Gd,TA,Attchd
1427,140000,TA,TA,Attchd
1428,119000,TA,Gd,Attchd
1429,182900,Gd,TA,Attchd
1430,192140,Gd,Gd,BuiltIn
1431,143750,Gd,Missing,Attchd
1432,64500,TA,Missing,Detchd
1433,186500,Gd,TA,Attchd
1434,160000,TA,Gd,Attchd
1435,174000,TA,Gd,Attchd
1436,120500,TA,Missing,Detchd
1437,394617,Ex,Gd,Attchd
1438,149700,TA,Missing,Attchd
1439,197000,TA,TA,Attchd
1440,191000,Ex,Gd,Detchd
1441,149300,Gd,TA,Attchd
1442,310000,Ex,Ex,Attchd
1443,121000,TA,Gd,Detchd
1444,179600,Gd,Missing,Attchd
1445,129000,TA,Missing,Detchd
1446,157900,TA,Missing,Attchd
1447,240000,Gd,TA,Attchd
1448,112000,Fa,Missing,Detchd
1449,92000,Gd,Missing,Missing
1450,136000,Gd,Missing,Missing
1451,287090,Gd,Gd,Attchd
1452,145000,Gd,Missing,Basment
1453,84500,Gd,Missing,Missing
1454,185000,Gd,Missing,Attchd
1455,175000,Gd,TA,Attchd
1456,210000,Gd,TA,Attchd
1457,266500,TA,Gd,Attchd
1458,142125,TA,Missing,Attchd
1459,147500,TA,Missing,Attchd
